epoch,train_loss,val_loss,train_acc,val_acc,epoch_train_sec,epoch_val_sec,epoch_total_sec
1,0.14395071363842193,0.39485135674476624,0.9440184049079755,0.75,341.5829559999984,0.3236230999973486,341.9176082000049
2,0.06530896609683344,0.5513840317726135,0.977569018404908,0.625,341.94168889999855,0.3301523000045563,342.27984229999856
3,0.04821191271309929,0.1995256245136261,0.9837039877300614,0.9375,341.34116560000257,0.32995759999903385,341.6788907000009
