epoch,train_loss,val_loss,train_acc,val_acc,epoch_train_sec,epoch_val_sec,epoch_total_sec
1,0.34163875192220955,0.32328537106513977,0.8558282208588958,0.9375,162.84183559998928,0.43766660000255797,163.2867913999944
2,0.20642861842743457,0.22000454366207123,0.9302147239263804,0.9375,125.30599729999085,0.40406369999982417,125.71973199999775
3,0.1848875720259602,0.21483492851257324,0.9315567484662577,0.9375,124.35208440000133,0.40255730001081247,124.76504339999519
