epoch,train_loss,val_loss,train_acc,val_acc,epoch_train_sec,epoch_val_sec,epoch_total_sec
1,0.2913478308477285,0.9842732548713684,0.9399923312883436,0.625,339.4048773999966,0.6362627999915276,340.0491583999974
2,0.11241320262383098,0.8788334727287292,0.9725843558282209,0.625,418.9870021000097,0.29962499999965075,419.2945975000039
3,0.09469298995528484,0.4054471552371979,0.9764187116564417,0.8125,389.9076316999999,0.6037978000094881,390.5215279000113
