epoch,train_loss,val_loss,train_acc,val_acc,epoch_train_sec,epoch_val_sec,epoch_total_sec
1,0.3443809659020301,0.3839261531829834,0.8588957055214724,0.6875,114.96030460000475,0.3744003000028897,115.3418445999996
2,0.2081321753058697,0.2916834354400635,0.9311733128834356,0.9375,115.77418239999679,0.3636173000049894,116.14987510000356
3,0.18481039354131998,0.21962620317935944,0.932898773006135,0.9375,115.95376839999517,0.3828475999980583,116.34729849999712
